institute_short,program_name,category,quota,pool,round_no,closing_rank_avg,closing_rank_std,latest_recorded_year
NIT-Rourkela,Civil Engineering,GEN,OS,Female-Only,7,20501.0,0.0,2019
NIT-Uttarakhand,Mechanical Engineering,GEN,OS,Gender-Neutral,7,26849.0,0.0,2019
IIT-Madras,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,37.0,0.0,2021
IIT-Tirupati,Civil Engineering,GEN-EWS,AI,Gender-Neutral,1,1829.0,0.0,2021
IIT-Jammu,Chemical Engineering,GEN-EWS,AI,Gender-Neutral,1,1972.0,0.0,2021
IIT-(ISM) Dhanbad,Mining Machinery Engineering,GEN-EWS,AI,Gender-Neutral,1,1863.0,0.0,2021
IIT-Kharagpur,Manufacturing Science and Engineering,GEN-EWS,AI,Female-Only,2,2842.0,0.0,2021
IIT-Mandi,Computer Science and Engineering,OBC-NCL,AI,Female-Only,1,3018.0,0.0,2021
IIT-Patna,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,1,4190.0,0.0,2021
IIT-Madras,Engineering Design,OBC-NCL,AI,Gender-Neutral,2,1992.0,0.0,2021
IIT-Patna,Metallurgical and Materials Engineering,GEN,AI,Female-Only,1,20548.0,0.0,2021
IIT-Ropar,Chemical Engineering,GEN,AI,Gender-Neutral,1,8223.0,0.0,2021
IIT-(ISM) Dhanbad,Mathematics and Computing,GEN,AI,Female-Only,1,8275.0,0.0,2021
IIT-Kharagpur,Manufacturing Science and Engineering,GEN,AI,Female-Only,2,11514.0,0.0,2021
NIT-Jalandhar,Chemical Engineering,OBC-NCL,OS,Gender-Neutral,1,9617.0,0.0,2021
NIT-Calicut,Engineering Physics,OBC-NCL,OS,Female-Only,1,13101.0,0.0,2021
NIT-Raipur,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,1,11131.0,0.0,2021
NIT-Arunachal-Pradesh,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,1,7276.0,0.0,2021
NIT-Rourkela,Computer Science and Engineering,OBC-NCL,HS,Female-Only,1,10368.0,0.0,2021
NIT-Jalandhar,Bio Technology,GEN,HS,Gender-Neutral,1,57572.0,0.0,2021
NIT-Agartala,Computer Science and Engineering,GEN,OS,Female-Only,1,27991.0,0.0,2021
NIT-Hamirpur,Chemical Engineering,GEN,OS,Gender-Neutral,1,28932.0,0.0,2021
NIT-Raipur,Mining Engineering,GEN,HS,Gender-Neutral,1,69277.0,0.0,2021
NIT-Kurukshetra,Civil Engineering,GEN,HS,Female-Only,1,45097.0,0.0,2021
NIT-Kurukshetra,Mechanical Engineering,GEN,OS,Female-Only,1,30391.0,0.0,2021
IIT-Kharagpur,Aerospace Engineering,SC,AI,Gender-Neutral,1,1069.5,34.98960884709526,2021
IIT-Kanpur,Economics,SC,AI,Gender-Neutral,1,1716.0,0.0,2021
IIT-Bombay,Environmental Science and Engineering,SC,AI,Female-Only,2,2397.0,0.0,2021
IIT-Delhi,Energy Engineering,SC,AI,Gender-Neutral,2,1239.0,0.0,2021
IIT-(BHU) Varanasi,Mathematics and Computing,GEN,AI,Gender-Neutral,7,1544.6666666666667,98.35818894903124,2019
IIT-Mandi,Electrical Engineering,GEN,AI,Gender-Neutral,7,5308.666666666667,53.163270528940686,2019
NIT-Allahabad,Production and Industrial Engineering,GEN,OS,Gender-Neutral,7,22796.0,0.0,2019
NIT-Silchar,Electronics and Instrumentation Engineering,GEN,HS,Female-Only,7,98505.0,0.0,2019
IIT-Kanpur,Mechanical Engineering,GEN-EWS,AI,Female-Only,1,1515.0,0.0,2021
IIT-Gandhinagar,Civil Engineering,GEN-EWS,AI,Female-Only,1,3354.0,0.0,2021
IIT-Ropar,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,1253.0,0.0,2021
IIT-Bhilai,Electrical Engineering,OBC-NCL,AI,Female-Only,1,6320.0,0.0,2021
IIT-Kharagpur,Mathematics and Computing,OBC-NCL,AI,Gender-Neutral,2,715.0,0.0,2021
IIT-Kharagpur,Ocean Engineering and Naval Architecture,OBC-NCL,AI,Gender-Neutral,2,3862.0,289.31706419836985,2021
IIT-Kharagpur,Physics,OBC-NCL,AI,Female-Only,2,8064.0,0.0,2021
IIT-Madras,Naval Architecture and Ocean Engineering,OBC-NCL,AI,Female-Only,2,7050.0,0.0,2021
IIT-Kharagpur,Chemistry,GEN,AI,Gender-Neutral,1,10024.0,0.0,2021
IIT-Mandi,Computer Science and Engineering,GEN,AI,Gender-Neutral,1,2917.0,0.0,2021
IIT-Mandi,Mechanical Engineering,GEN,AI,Gender-Neutral,1,7929.0,0.0,2021
IIT-Patna,Engineering Physics,GEN,AI,Female-Only,1,18104.0,0.0,2021
IIT-Bhilai,Data Science and Artificial Intelligence,GEN,AI,Gender-Neutral,1,5272.0,0.0,2021
IIT-Bombay,Civil Engineering,GEN,AI,Gender-Neutral,2,3226.0,0.0,2021
NIT-Allahabad,Production and Industrial Engineering,OBC-NCL,OS,Gender-Neutral,1,9744.0,0.0,2021
NIT-Hamirpur,Mathematics and Computing,OBC-NCL,HS,Gender-Neutral,1,61618.0,0.0,2021
NIT-Jamshedpur,Production and Industrial Engineering,OBC-NCL,HS,Female-Only,1,18654.0,0.0,2021
NIT-Kurukshetra,Information Technology,OBC-NCL,OS,Female-Only,1,5297.0,0.0,2021
NIT-Rourkela,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,1,11453.5,1039.7658390233833,2021
NIT-Hamirpur,Mechanical Engineering,GEN,HS,Female-Only,1,98970.0,0.0,2021
NIT-Karnataka-Surathkal,Civil Engineering,GEN,OS,Gender-Neutral,1,15587.0,0.0,2021
NIT-Raipur,Bio Technology,GEN,OS,Female-Only,1,42387.0,0.0,2021
IIT-Delhi,Chemical Engineering,SC,AI,Female-Only,1,1941.5,745.2264451463425,2021
IIT-Delhi,Mechanical Engineering,SC,AI,Gender-Neutral,1,422.0,0.0,2021
IIT-Kanpur,Computer Science and Engineering,SC,AI,Female-Only,1,350.0,0.0,2021
IIT-Madras,Engineering Design,SC,AI,Female-Only,1,2854.0,0.0,2021
IIT-(BHU) Varanasi,Architecture,GEN,AI,Gender-Neutral,7,22641.0,0.0,2019
IIT-(BHU) Varanasi,Chemical Engineering,GEN,AI,Female-Only,7,10766.5,1837.770524303837,2019
IIT-Patna,Metallurgical and Materials Engineering,GEN,AI,Gender-Neutral,7,12148.0,0.0,2019
IIT-Madras,Electrical Engineering,GEN-EWS,AI,Female-Only,1,508.0,0.0,2021
IIT-Roorkee,Architecture,OBC-NCL,AI,Gender-Neutral,1,6033.0,0.0,2021
IIT-Hyderabad,Computational Engineering,OBC-NCL,AI,Gender-Neutral,1,771.0,0.0,2021
IIT-Delhi,Engineering Physics,GEN,AI,Female-Only,1,5197.0,0.0,2021
IIT-Kharagpur,Applied Geology,GEN,AI,Gender-Neutral,1,10363.0,0.0,2021
IIT-Madras,Electrical Engineering,GEN,AI,Gender-Neutral,1,1007.0,0.0,2021
IIT-Kharagpur,Agricultural and Food Engineering,GEN,AI,Gender-Neutral,2,7671.0,0.0,2021
NIT-Jalandhar,Chemical Engineering,OBC-NCL,OS,Female-Only,1,15266.0,0.0,2021
NIT-Durgapur,Chemistry,OBC-NCL,OS,Gender-Neutral,1,12809.0,0.0,2021
NIT-Raipur,Civil Engineering,OBC-NCL,OS,Gender-Neutral,1,10093.0,0.0,2021
NIT-Jamshedpur,Mechanical Engineering,OBC-NCL,HS,Gender-Neutral,1,7772.0,0.0,2021
IIT-Bombay,Chemical Engineering,SC,AI,Gender-Neutral,2,831.0,0.0,2021
NIT-Jalandhar,Mechanical Engineering,GEN,HS,Female-Only,7,52330.0,0.0,2019
NIT-Agartala,Computer Science and Engineering,GEN,OS,Gender-Neutral,7,16955.0,0.0,2019
NIT-Kurukshetra,Information Technology,GEN,OS,Gender-Neutral,7,7261.0,0.0,2019
IIT-Kharagpur,Civil Engineering with any of the listed specialization,GEN-EWS,AI,Gender-Neutral,1,1085.0,0.0,2021
IIT-Roorkee,Civil Engineering,GEN-EWS,AI,Female-Only,1,2539.0,0.0,2021
IIT-Delhi,Electrical Engineering,GEN-EWS,AI,Female-Only,2,450.0,0.0,2021
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,OBC-NCL,AI,Female-Only,1,3591.0,0.0,2021
IIT-Hyderabad,Chemical Engineering,OBC-NCL,AI,Female-Only,1,5176.0,0.0,2021
IIT-Bhubaneswar,Computer Science and Engineering,OBC-NCL,AI,Gender-Neutral,1,846.0,120.11358260943152,2021
IIT-(BHU) Varanasi,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,1,2994.0,0.0,2021
IIT-Delhi,Production and Industrial Engineering,OBC-NCL,AI,Gender-Neutral,2,2108.0,0.0,2021
IIT-Kanpur,Aerospace Engineering,OBC-NCL,AI,Gender-Neutral,2,1920.0,0.0,2021
IIT-Madras,Electrical Engineering,GEN,AI,Female-Only,1,2199.0,0.0,2021
IIT-Roorkee,Geophysical Technology,GEN,AI,Female-Only,1,16960.0,0.0,2021
IIT-Patna,Engineering Physics,GEN,AI,Gender-Neutral,1,9107.0,0.0,2021
IIT-Delhi,Mathematics and Computing,GEN,AI,Female-Only,2,1064.5,140.48066835624815,2021
NIT-Jaipur,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,7131.0,0.0,2021
NIT-Allahabad,Computer Science and Engineering,OBC-NCL,OS,Female-Only,1,2788.0,0.0,2021
NIT-Patna,Electrical Engineering,OBC-NCL,OS,Gender-Neutral,1,7777.0,0.0,2021
NIT-Puducherry,Electrical and Electronics Engineering,OBC-NCL,OS,Gender-Neutral,1,8358.0,0.0,2021
NIT-Kurukshetra,Electronics and Communication Engineering,OBC-NCL,OS,Female-Only,1,7234.0,0.0,2021
NIT-Jaipur,Metallurgical and Materials Engineering,GEN,HS,Female-Only,1,37306.0,0.0,2021
NIT-Bhopal,Civil Engineering,GEN,OS,Gender-Neutral,1,28813.0,0.0,2021
NIT-Delhi,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,5792.0,0.0,2021
NIT-Goa,Electrical and Electronics Engineering,GEN,GO,Gender-Neutral,1,43894.0,0.0,2021
NIT-Puducherry,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,1,97297.0,0.0,2021
NIT-Puducherry,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,1,18486.0,0.0,2021
NIT-Rourkela,Chemical Engineering,GEN,OS,Female-Only,1,20907.0,0.0,2021
NIT-Rourkela,Food Process Engineering,GEN,HS,Female-Only,1,51253.0,0.0,2021
IIT-Indore,Computer Science and Engineering,SC,AI,Gender-Neutral,1,262.0,0.0,2021
IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,SC,AI,Gender-Neutral,1,1180.0,0.0,2021
IIT-Bombay,Chemistry,SC,AI,Female-Only,2,2570.0,0.0,2021
IIT-(BHU) Varanasi,Materials Science and Technology,GEN,AI,Female-Only,7,13447.5,2864.489570586704,2019
NIT-Mizoram,Mechanical Engineering,GEN,OS,Gender-Neutral,7,39125.0,0.0,2019
NIT-Rourkela,Food Process Engineering,GEN,OS,Female-Only,7,27711.0,0.0,2019
IIT-Bombay,Chemistry,GEN-EWS,AI,Female-Only,1,2638.0,0.0,2021
IIT-Bombay,Civil Engineering,GEN-EWS,AI,Female-Only,1,1775.0,0.0,2021
IIT-Mandi,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,974.0,0.0,2021
IIT-Kharagpur,Chemical Engineering,GEN-EWS,AI,Gender-Neutral,2,805.0,146.2252310027862,2021
IIT-Delhi,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,1,1604.0,283.0502685839647,2021
IIT-(BHU) Varanasi,Computer Science and Engineering,OBC-NCL,AI,Female-Only,1,1560.0,332.1401675634715,2021
IIT-(ISM) Dhanbad,Civil Engineering,OBC-NCL,AI,Female-Only,1,7460.0,0.0,2021
IIT-Kanpur,Statistics and Data Science,OBC-NCL,AI,Female-Only,2,2434.0,0.0,2021
IIT-Bhubaneswar,Mechanical Engineering,GEN,AI,Female-Only,1,14501.0,0.0,2021
IIT-Kharagpur,Applied Geology,GEN,AI,Gender-Neutral,2,10777.0,0.0,2021
NIT-Jaipur,Mechanical Engineering,OBC-NCL,HS,Female-Only,1,11838.0,0.0,2021
NIT-Goa,Electrical and Electronics Engineering,OBC-NCL,GO,Female-Only,1,43363.0,0.0,2021
NIT-Goa,Electronics and Communication Engineering,OBC-NCL,GO,Female-Only,1,40555.0,0.0,2021
NIT-Rourkela,Physics,OBC-NCL,OS,Gender-Neutral,1,8865.0,0.0,2021
NIT-Srinagar,Civil Engineering,OBC-NCL,JK,Gender-Neutral,1,98908.0,0.0,2021
NIT-Allahabad,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,1,7207.0,0.0,2021
NIT-Hamirpur,Electrical Engineering,GEN,HS,Gender-Neutral,1,47384.0,0.0,2021
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,GEN,OS,Gender-Neutral,1,5295.0,0.0,2021
NIT-Meghalaya,Mechanical Engineering,GEN,OS,Gender-Neutral,1,35059.0,0.0,2021
NIT-Raipur,Architecture,GEN,OS,Gender-Neutral,1,999.0,0.0,2021
IIT-Delhi,Civil Engineering,SC,AI,Gender-Neutral,1,727.0,0.0,2021
IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,SC,AI,Female-Only,1,1004.0,0.0,2021
IIT-Bhubaneswar,Computer Science and Engineering,SC,AI,Gender-Neutral,1,340.0,78.33494518006403,2021
IIT-Bombay,Environmental Science and Engineering,SC,AI,Gender-Neutral,2,1792.0,0.0,2021
IIT-Delhi,Production and Industrial Engineering,SC,AI,Gender-Neutral,2,1149.0,0.0,2021
IIT-(ISM) Dhanbad,Computer Science and Engineering,GEN,AI,Female-Only,7,5582.666666666667,110.24669307209778,2019
IIT-Ropar,Mechanical Engineering,GEN,AI,Gender-Neutral,7,6622.166666666667,803.4349797380412,2019
NIT-Jaipur,Civil Engineering,GEN,OS,Gender-Neutral,7,24422.0,0.0,2019
NIT-Karnataka-Surathkal,Information Technology,GEN,OS,Gender-Neutral,7,3731.0,0.0,2019
NIT-Puducherry,Electronics and Communication Engineering,GEN,HS,Female-Only,7,68357.0,0.0,2019
NIT-Srinagar,Metallurgical and Materials Engineering,GEN,OS,Female-Only,7,54208.0,0.0,2019
NIT-Warangal,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,7,25745.0,0.0,2019
IIT-Bombay,Civil Engineering,GEN-EWS,AI,Gender-Neutral,1,652.0,0.0,2021
IIT-Patna,Mathematics and Computing,GEN-EWS,AI,Gender-Neutral,1,712.0,0.0,2021
IIT-Roorkee,Geological Technology,GEN-EWS,AI,Female-Only,2,3425.0,0.0,2021
IIT-Delhi,Textile Technology,OBC-NCL,AI,Female-Only,1,7197.0,0.0,2021
IIT-Kharagpur,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,1,2218.0,226.64910805431862,2021
IIT-Guwahati,Biosciences and Bioengineering,OBC-NCL,AI,Gender-Neutral,1,3667.0,0.0,2021
IIT-Mandi,Engineering Physics,OBC-NCL,AI,Gender-Neutral,1,4414.0,0.0,2021
IIT-Ropar,Civil Engineering,OBC-NCL,AI,Female-Only,1,7668.0,0.0,2021
IIT-Bombay,Chemical Engineering,OBC-NCL,AI,Female-Only,2,3546.0,0.0,2021
IIT-Patna,Civil Engineering,GEN,AI,Female-Only,1,19325.0,0.0,2021
IIT-Bhilai,Data Science and Artificial Intelligence,GEN,AI,Female-Only,1,10828.0,0.0,2021
IIT-(BHU) Varanasi,Ceramic Engineering,GEN,AI,Gender-Neutral,1,11713.0,511.78830850975163,2021
IIT-Delhi,Energy Engineering,GEN,AI,Female-Only,2,5270.0,0.0,2021
IIT-Madras,Engineering Physics,GEN,AI,Gender-Neutral,2,1884.0,0.0,2021
IIT-Madras,Metallurgical and Materials Engineering,GEN,AI,Gender-Neutral,2,5513.0,0.0,2021
NIT-Kurukshetra,Mechanical Engineering,OBC-NCL,HS,Female-Only,1,16176.0,0.0,2021
NIT-Manipur,Electronics and Communication Engineering,OBC-NCL,OS,Female-Only,1,12629.0,0.0,2021
NIT-Jalandhar,Information Technology,GEN,HS,Female-Only,1,17744.0,0.0,2021
NIT-Allahabad,Computer Science and Engineering,GEN,OS,Female-Only,1,3863.0,0.0,2021
NIT-Agartala,Computer Science and Engineering,GEN,HS,Female-Only,1,44313.0,0.0,2021
NIT-Calicut,Civil Engineering,GEN,OS,Gender-Neutral,1,24171.0,0.0,2021
NIT-Hamirpur,Mathematics and Computing,GEN,HS,Gender-Neutral,1,36982.0,0.0,2021
NIT-Sikkim,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,21385.0,0.0,2021
NIT-Sikkim,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,1,28916.0,0.0,2021
NIT-Rourkela,Mining Engineering,GEN,HS,Gender-Neutral,1,41673.5,6521.123069756396,2021
NIT-Silchar,Electronics and Instrumentation Engineering,GEN,OS,Female-Only,1,28785.0,0.0,2021
NIT-Silchar,Mechanical Engineering,GEN,OS,Female-Only,1,37334.0,0.0,2021
IIT-(ISM) Dhanbad,Mining Engineering,GEN,AI,Female-Only,7,18022.5,3070.964750693176,2019
IIT-Ropar,Chemical Engineering,GEN,AI,Gender-Neutral,7,8232.666666666666,404.25775605835116,2019
NIT-Agartala,Chemical Engineering,GEN,HS,Gender-Neutral,7,319419.0,0.0,2019
NIT-Calicut,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,11022.0,0.0,2019
NIT-Durgapur,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,17031.0,0.0,2019
NIT-Patna,Electronics and Communication Engineering,GEN,HS,Female-Only,7,31200.0,0.0,2019
NIT-Puducherry,Electrical and Electronics Engineering,GEN,OS,Female-Only,7,26447.0,0.0,2019
NIT-Arunachal-Pradesh,Electronics and Communication Engineering,GEN,OS,Female-Only,7,41903.0,0.0,2019
NIT-Tiruchirappalli,Electrical and Electronics Engineering,GEN,HS,Female-Only,7,16317.0,0.0,2019
IIT-Kharagpur,Biotechnology and Biochemical Engineering,GEN-EWS,AI,Female-Only,1,2682.0,0.0,2021
IIT-Palakkad,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,1138.0,0.0,2021
IIT-Hyderabad,Biomedical Engineering,OBC-NCL,AI,Gender-Neutral,1,3553.0,0.0,2021
IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,OBC-NCL,AI,Gender-Neutral,1,4940.0,0.0,2021
IIT-Roorkee,Geophysical Technology,OBC-NCL,AI,Female-Only,2,8290.0,0.0,2021
IIT-Madras,Aerospace Engineering,GEN,AI,Female-Only,1,7624.5,619.8905328582399,2021
IIT-Bhubaneswar,Mechanical Engineering and M. Tech. in Mechanical System Design,GEN,AI,Female-Only,1,15815.0,0.0,2021
IIT-Jodhpur,Mechanical Engineering,GEN,AI,Gender-Neutral,1,8169.0,0.0,2021
IIT-(BHU) Varanasi,Mining Engineering,GEN,AI,Female-Only,1,21271.5,20.367085746816894,2021
IIT-Bombay,Mechanical Engineering,GEN,AI,Female-Only,2,3290.0,0.0,2021
IIT-Kharagpur,Chemistry,GEN,AI,Gender-Neutral,2,10225.0,0.0,2021
NIT-Bhopal,Computer Science and Engineering,OBC-NCL,HS,Female-Only,1,6482.0,0.0,2021
NIT-Bhopal,Mechanical Engineering,OBC-NCL,OS,Female-Only,1,14960.0,0.0,2021
NIT-Calicut,Bio Technology,OBC-NCL,HS,Female-Only,1,10811.0,0.0,2021
NIT-Durgapur,Computer Science and Engineering,OBC-NCL,HS,Gender-Neutral,1,7788.0,0.0,2021
NIT-Raipur,Computer Science and Engineering,OBC-NCL,HS,Female-Only,1,11637.0,0.0,2021
NIT-Sikkim,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,1,8522.0,0.0,2021
NIT-Calicut,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,9792.0,0.0,2021
NIT-Calicut,Computer Science and Engineering,GEN,OS,Female-Only,1,4919.0,0.0,2021
NIT-Karnataka-Surathkal,Mining Engineering,GEN,OS,Gender-Neutral,1,21427.0,0.0,2021
IIT-Delhi,Engineering Physics,SC,AI,Gender-Neutral,1,1081.0,0.0,2021
IIT-Hyderabad,Mathematics and Computing,SC,AI,Gender-Neutral,1,331.0,0.0,2021
IIT-Bombay,Metallurgical Engineering & Materials Science,SC,AI,Gender-Neutral,2,1342.0,0.0,2021
IIT-Delhi,Biotechnology and Biochemical Engineering,SC,AI,Female-Only,2,1830.0,0.0,2021
IIT-Kharagpur,Exploration Geophysics,SC,AI,Gender-Neutral,2,2794.0,0.0,2021
IIT-Bombay,Chemical Engineering,GEN,AI,Female-Only,7,3595.5,504.16713498600836,2019
NIT-Jalandhar,Computer Science and Engineering,GEN,OS,Female-Only,7,13987.0,0.0,2019
NIT-Raipur,Information Technology,GEN,OS,Female-Only,7,18626.0,0.0,2019
IIT-Kharagpur,Exploration Geophysics,GEN-EWS,AI,Female-Only,1,3833.0,0.0,2021
IIT-Kharagpur,Industrial and Systems Engineering,GEN-EWS,AI,Gender-Neutral,1,634.0,0.0,2021
IIT-Guwahati,Mathematics and Computing,GEN-EWS,AI,Gender-Neutral,1,158.0,0.0,2021
IIT-Patna,Civil Engineering,GEN-EWS,AI,Gender-Neutral,1,1600.0,0.0,2021
IIT-Gandhinagar,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,193.0,0.0,2021
IIT-Goa,Computer Science and Engineering,GEN-EWS,AI,Female-Only,1,1701.0,0.0,2021
IIT-Delhi,Engineering and Computational Mechanics,GEN-EWS,AI,Female-Only,2,1263.0,0.0,2021
IIT-Madras,Electrical Engineering,OBC-NCL,AI,Female-Only,1,1438.0,0.0,2021
IIT-Gandhinagar,Civil Engineering,OBC-NCL,AI,Gender-Neutral,1,3722.0,0.0,2021
IIT-Patna,Mathematics and Computing,GEN,AI,Female-Only,1,9591.0,0.0,2021
IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,GEN,AI,Gender-Neutral,1,3912.0,0.0,2021
IIT-Madras,Civil Engineering,GEN,AI,Female-Only,2,11354.0,0.0,2021
NIT-Jalandhar,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,44918.0,0.0,2021
NIT-Jaipur,Electrical Engineering,OBC-NCL,HS,Female-Only,1,7920.0,0.0,2021
NIT-Durgapur,Metallurgical and Materials Engineering,OBC-NCL,HS,Gender-Neutral,1,25956.0,0.0,2021
NIT-Patna,Computer Science and Engineering,OBC-NCL,HS,Female-Only,1,7720.0,0.0,2021
NIT-Silchar,Computer Science and Engineering,OBC-NCL,OS,Female-Only,1,7473.0,0.0,2021
NIT-Raipur,Mining Engineering,GEN,HS,Female-Only,1,75393.0,0.0,2021
IIT-Guwahati,Civil Engineering,SC,AI,Gender-Neutral,1,1487.0,0.0,2021
IIT-Hyderabad,Artificial Intelligence,SC,AI,Gender-Neutral,1,241.0,0.0,2021
IIT-Bombay,Aerospace Engineering,GEN,AI,Gender-Neutral,7,2057.0,23.259406699226016,2019
IIT-Kanpur,Civil Engineering,GEN,AI,Female-Only,7,8130.5,1453.1044353383552,2019
IIT-(ISM) Dhanbad,Mathematics and Computing,GEN,AI,Female-Only,7,7319.0,373.3523804664971,2019
NIT-Jalandhar,Industrial and Production Engineering,GEN,OS,Gender-Neutral,7,39381.0,0.0,2019
NIT-Calicut,Electrical and Electronics Engineering,GEN,HS,Female-Only,7,29717.0,0.0,2019
NIT-Srinagar,Civil Engineering,GEN,OS,Gender-Neutral,7,43477.0,0.0,2019
NIT-Srinagar,Mechanical Engineering,GEN,HS,Gender-Neutral,7,94153.0,0.0,2019
IIT-Madras,Biological Engineering,GEN-EWS,AI,Female-Only,2,2853.0,0.0,2021
IIT-Madras,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,2,37.0,0.0,2021
IIT-Bombay,Aerospace Engineering,OBC-NCL,AI,Female-Only,1,2505.0,0.0,2021
IIT-Roorkee,Economics,OBC-NCL,AI,Female-Only,1,6151.0,0.0,2021
IIT-Guwahati,Electronics and Electrical Engineering,OBC-NCL,AI,Female-Only,1,3242.0,0.0,2021
IIT-Kharagpur,Metallurgical and Materials Engineering,OBC-NCL,AI,Gender-Neutral,2,3005.0,246.49396083326812,2021
IIT-Kharagpur,Biotechnology and Biochemical Engineering,GEN,AI,Gender-Neutral,1,6970.0,652.7912098338669,2021
IIT-Palakkad,Civil Engineering,GEN,AI,Female-Only,1,20906.0,0.0,2021
NIT-Goa,Electrical and Electronics Engineering,OBC-NCL,GO,Gender-Neutral,1,59444.0,0.0,2021
NIT-Hamirpur,Materials Science and Engineering,OBC-NCL,HS,Female-Only,1,83283.0,0.0,2021
NIT-Patna,Electrical Engineering,OBC-NCL,OS,Female-Only,1,13084.0,0.0,2021
NIT-Raipur,Bio Technology,OBC-NCL,OS,Female-Only,1,16598.0,0.0,2021
NIT-Agartala,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,1,81186.0,0.0,2021
NIT-Jamshedpur,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,1,36760.0,0.0,2021
NIT-Mizoram,Civil Engineering,GEN,HS,Gender-Neutral,1,420032.0,0.0,2021
IIT-(ISM) Dhanbad,Applied Geology,SC,AI,Gender-Neutral,1,2574.0,0.0,2021
IIT-Roorkee,Geological Technology,SC,AI,Female-Only,2,3277.0,0.0,2021
IIT-Madras,Naval Architecture and Ocean Engineering,GEN,AI,Female-Only,7,11163.0,1531.9957571742814,2019
IIT-Hyderabad,Mathematics and Computing,GEN,AI,Female-Only,7,2125.0,5.656854249492381,2019
IIT-(ISM) Dhanbad,Electronics and Communication Engineering,GEN,AI,Gender-Neutral,7,5306.0,378.0158726826163,2019
IIT-Bhubaneswar,Civil Engineering and M. Tech. in Structural Engineering,GEN,AI,Female-Only,7,13483.0,3017.9317421041847,2019
IIT-Jodhpur,Electrical Engineering,GEN,AI,Female-Only,7,9860.0,2173.646245367447,2019
IIT-Palakkad,Civil Engineering,GEN,AI,Female-Only,7,14649.5,3568.7679246485054,2019
NIT-Delhi,Computer Science and Engineering,GEN,HS,Female-Only,7,19275.0,0.0,2019
NIT-Durgapur,Bio Technology,GEN,HS,Female-Only,7,57779.0,0.0,2019
IIT-Madras,Biological Sciences,GEN-EWS,AI,Female-Only,2,3302.0,0.0,2021
IIT-Delhi,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,1,355.0,0.0,2021
IIT-Indore,Electrical Engineering,OBC-NCL,AI,Female-Only,1,4232.0,0.0,2021
IIT-Roorkee,Metallurgical and Materials Engineering,GEN,AI,Female-Only,1,13686.0,0.0,2021
IIT-Ropar,Civil Engineering,GEN,AI,Female-Only,1,17282.0,0.0,2021
NIT-Bhopal,Materials Science and Metallurgical Engineering,OBC-NCL,HS,Gender-Neutral,1,12251.0,0.0,2021
NIT-Allahabad,Electrical Engineering,OBC-NCL,HS,Female-Only,1,6290.0,0.0,2021
NIT-Meghalaya,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,1,5800.0,0.0,2021
NIT-Puducherry,Electrical and Electronics Engineering,OBC-NCL,OS,Female-Only,1,11684.0,0.0,2021
